AQI,CO2_Level_ppm,NO2_Level_ppm,PM2_5_ug_m3,PM10_ug_m3,VOC_Level_ppm,pH_Level,Nitrogen_mg_kg,Phosphorus_mg_kg,Potassium_mg_kg,Moisture_Level_%,Organic_Matter_%,Plot_Area_m2,Plant_Type
175.59,782.99,54.85,33.18,43.29,1.73,7.71,36.92,18.63,17.46,20.3,0.63,291.4,Succulent
124.59,642.43,47.4,34.13,39.79,2.4,5.35,101.93,67.53,66.56,44.64,1.83,204.69,Orchid
173.17,751.34,55.64,34.45,38.34,3.45,4.95,87.29,63.11,63.85,46.3,2.13,193.04,Orchid
143.0,811.31,48.71,31.05,30.78,2.46,6.04,73.76,41.84,47.13,54.69,1.54,61.51,Bonsai
139.65,786.06,48.42,44.96,41.9,2.0,7.43,135.1,73.54,76.34,67.99,4.7,378.99,Ficus
144.37,738.47,60.94,34.97,37.89,2.46,5.9,60.61,47.11,36.46,52.86,1.5,60.19,Bonsai
166.58,862.73,50.76,23.95,37.33,3.1,5.73,70.04,36.54,44.55,44.38,1.4,64.86,Bonsai
101.18,789.02,50.92,43.14,38.31,2.3,5.69,80.54,58.87,61.38,45.12,1.95,225.25,Orchid
192.44,902.82,41.9,43.18,33.45,3.22,6.44,56.77,47.28,40.49,49.52,1.48,34.41,Bonsai
152.16,765.21,46.15,28.74,37.5,2.44,7.81,22.8,18.76,14.56,18.52,0.39,287.8,Succulent
151.27,760.92,37.27,28.26,50.63,2.05,7.41,40.83,15.87,23.82,18.42,0.62,273.69,Succulent
166.4,783.4,54.38,33.53,33.74,2.08,6.36,63.38,33.04,40.12,55.44,0.94,43.44,Bonsai
158.13,847.09,48.81,36.31,44.64,2.59,7.75,24.85,22.01,21.82,18.16,0.23,261.21,Succulent
186.97,761.53,55.95,25.95,41.16,2.74,5.86,88.78,55.96,58.61,39.76,2.54,209.05,Orchid
145.31,840.89,50.72,31.41,40.83,2.21,7.05,152.31,82.64,81.86,73.55,3.66,412.09,Ficus
157.44,682.11,44.73,29.35,44.48,3.21,5.25,90.99,55.97,51.07,41.57,2.12,182.94,Orchid
160.35,673.52,66.04,29.99,50.26,3.34,7.09,154.73,73.15,86.93,69.09,3.73,512.2,Ficus
179.57,780.19,46.38,27.82,35.53,2.54,7.23,30.07,20.58,19.93,19.12,0.7,260.69,Succulent
136.44,760.27,48.77,36.74,48.47,2.0,8.04,26.72,16.98,20.77,21.31,0.29,338.45,Succulent
125.57,870.3,51.71,44.71,33.77,2.65,5.83,58.68,44.2,51.24,44.76,1.11,50.28,Bonsai
147.44,769.71,38.05,38.47,38.39,3.05,6.93,141.41,72.61,81.43,64.9,4.56,521.53,Ficus
173.04,759.81,60.21,40.8,33.79,2.38,8.32,35.68,22.72,26.86,21.55,0.48,291.83,Succulent
144.41,765.49,42.17,32.45,40.22,2.96,7.76,25.38,15.5,22.24,18.8,0.57,296.69,Succulent
164.89,799.63,24.63,28.7,39.66,3.47,5.28,94.99,48.19,58.94,45.92,2.01,232.97,Orchid
195.05,805.47,79.18,31.12,42.87,2.42,7.57,158.93,77.46,77.39,67.38,4.33,472.05,Ficus
160.53,798.17,47.38,31.6,36.62,2.58,8.29,27.4,21.36,22.32,21.03,0.57,341.52,Succulent
173.23,762.56,37.58,44.28,40.44,2.98,7.5,32.4,18.3,18.54,17.61,0.69,254.63,Succulent
115.72,767.88,35.0,25.21,40.39,2.4,4.91,88.65,60.67,56.83,39.31,1.43,180.8,Orchid
182.15,736.18,61.84,34.71,39.46,3.14,7.25,168.15,72.15,81.27,71.69,4.41,460.38,Ficus
177.68,795.41,49.77,50.05,37.74,2.62,5.67,69.75,40.05,56.9,43.77,1.75,43.48,Bonsai
171.09,841.14,41.43,33.14,49.39,2.12,5.3,97.49,56.07,55.76,33.32,2.56,200.08,Orchid
150.1,772.67,41.21,33.17,43.13,3.1,6.94,158.71,84.47,73.62,80.07,4.43,581.14,Ficus
168.01,783.58,49.27,34.84,44.8,2.51,8.37,27.8,20.07,16.5,15.09,0.33,300.74,Succulent
112.8,719.23,47.63,42.27,38.17,3.28,6.22,67.71,32.5,36.59,54.38,2.22,51.62,Bonsai
154.87,718.48,54.35,38.51,42.8,3.62,7.07,148.42,80.26,81.05,76.94,4.62,523.88,Ficus
168.67,825.35,45.71,35.57,35.76,2.37,5.23,91.49,61.72,58.5,41.61,2.36,243.88,Orchid
148.19,837.11,51.57,34.13,42.62,2.13,5.79,63.47,38.95,40.01,45.83,1.37,37.96,Bonsai
172.63,745.14,63.3,42.25,45.22,2.19,7.74,30.18,19.83,18.37,20.41,0.44,296.52,Succulent
116.66,820.53,32.66,39.88,41.69,1.06,5.34,88.34,58.77,57.36,41.56,1.92,180.37,Orchid
96.98,827.61,41.44,36.93,41.92,2.53,7.15,145.62,80.43,86.41,63.11,4.28,524.32,Ficus
140.29,904.99,53.24,33.67,38.9,3.09,7.02,157.66,75.98,79.15,69.7,3.97,500.62,Ficus
152.9,884.72,54.7,41.26,45.06,2.32,5.95,61.28,39.75,45.05,56.07,2.03,52.25,Bonsai
133.18,867.23,37.93,34.85,40.39,1.83,7.78,39.54,24.1,16.86,21.6,0.77,286.0,Succulent
160.42,802.47,50.35,31.1,43.44,1.9,7.13,134.27,73.91,65.62,69.99,3.55,446.73,Ficus
139.72,902.63,29.56,27.01,32.87,1.39,5.84,47.8,42.53,39.65,54.52,1.3,42.75,Bonsai
175.71,791.39,55.05,39.26,39.25,2.66,5.41,91.45,60.92,57.39,33.65,2.04,200.89,Orchid
125.48,811.65,44.78,32.5,27.85,2.26,5.72,60.35,43.92,30.89,44.39,1.66,52.15,Bonsai
128.28,834.42,66.04,27.89,41.25,1.37,6.61,82.24,41.75,32.83,61.86,1.28,49.4,Bonsai
172.8,910.63,43.28,30.8,40.68,2.28,7.06,142.64,84.77,79.09,69.64,3.77,508.47,Ficus
135.76,795.24,56.51,31.25,35.99,2.28,5.98,64.04,38.51,40.87,51.53,1.38,60.06,Bonsai
154.53,813.01,36.74,35.91,39.97,2.55,4.86,84.16,62.19,60.67,38.9,2.12,184.89,Orchid
174.83,698.81,56.93,39.86,35.4,2.59,5.93,98.26,52.91,62.27,35.87,1.43,177.13,Orchid
140.07,760.6,61.26,35.84,46.94,2.8,5.18,110.62,55.28,61.98,41.91,1.93,235.89,Orchid
146.72,789.54,34.09,29.05,32.98,3.13,5.95,65.05,32.26,35.56,46.29,1.86,48.21,Bonsai
145.05,787.93,62.02,36.62,45.71,2.35,7.38,139.67,82.68,84.84,55.96,4.13,524.11,Ficus
139.45,863.22,42.75,44.86,35.9,2.53,5.84,61.46,30.35,37.12,56.89,1.34,41.62,Bonsai
182.64,727.09,49.18,35.67,39.64,2.95,6.14,60.03,28.01,45.12,47.21,1.29,60.27,Bonsai
153.92,773.38,62.16,31.05,30.51,3.07,5.32,102.14,72.21,59.51,38.63,2.11,186.97,Orchid
163.2,833.96,47.27,33.45,38.97,2.07,5.95,87.51,56.13,67.38,44.81,2.75,203.49,Orchid
145.96,858.73,50.6,47.77,39.8,3.49,7.98,32.75,23.04,20.12,20.56,0.8,324.57,Succulent
154.06,744.86,40.96,42.83,45.93,1.43,5.26,103.04,62.07,58.06,45.65,2.16,205.3,Orchid
201.16,789.33,60.22,31.13,39.77,2.59,7.23,152.61,74.56,89.23,76.77,2.83,600.4,Ficus
152.42,760.09,22.14,40.38,42.13,2.69,5.94,57.03,34.19,46.43,55.03,1.37,38.87,Bonsai
143.18,847.11,51.38,43.32,49.63,2.64,6.19,49.28,39.89,37.06,44.48,1.97,38.96,Bonsai
153.28,750.7,56.08,29.04,42.74,2.44,6.01,59.54,38.73,43.64,51.96,1.75,35.63,Bonsai
134.09,757.64,45.93,39.58,39.51,3.11,8.12,38.62,13.8,17.96,16.02,0.62,296.87,Succulent
113.89,767.0,26.08,35.0,37.94,2.86,6.08,60.35,37.0,48.06,55.44,1.35,41.39,Bonsai
151.22,834.25,60.0,38.87,45.04,2.05,7.97,31.42,22.77,19.31,18.9,0.76,276.1,Succulent
113.57,807.45,44.35,30.27,32.3,2.32,5.02,87.38,59.39,55.82,32.64,1.68,147.08,Orchid
130.45,689.03,53.44,35.72,46.44,3.14,7.63,145.36,82.81,80.36,69.25,4.02,422.7,Ficus
175.61,824.42,49.84,41.64,35.89,2.54,6.39,59.62,43.55,43.02,47.77,1.74,54.4,Bonsai
142.21,851.82,60.42,38.63,40.96,2.33,5.61,93.53,57.97,63.71,41.43,2.11,200.56,Orchid
151.01,842.23,70.39,44.34,48.5,2.76,5.22,84.33,63.09,50.78,42.59,1.94,190.31,Orchid
174.56,800.93,58.8,36.55,42.08,2.51,5.71,82.41,48.48,61.07,41.86,2.17,190.71,Orchid
165.88,745.49,40.19,30.83,41.76,2.85,7.92,27.03,16.97,30.69,13.92,0.22,300.5,Succulent
131.31,789.36,49.1,21.82,32.74,1.7,8.04,29.99,21.15,15.99,12.97,0.51,265.45,Succulent
168.56,792.65,56.45,26.18,35.54,2.18,7.29,162.17,77.57,81.39,65.47,3.29,580.32,Ficus
112.58,842.92,64.52,36.09,42.23,2.26,6.5,143.52,83.2,80.66,63.06,3.84,410.86,Ficus
160.39,748.53,53.07,39.49,43.28,2.54,7.46,154.77,75.21,86.16,64.59,3.96,456.63,Ficus
128.7,839.57,28.84,24.97,44.57,2.76,4.97,96.17,65.99,59.65,45.51,1.2,164.24,Orchid
148.24,830.35,44.79,33.04,28.34,2.11,8.28,33.17,16.71,21.05,20.59,0.49,345.43,Succulent
155.31,821.4,44.61,36.63,38.65,1.99,7.77,27.71,20.1,25.65,31.9,0.73,280.58,Succulent
160.96,741.56,44.98,41.57,42.8,3.17,5.66,83.42,64.42,69.25,37.42,1.93,215.92,Orchid
140.62,764.07,41.24,31.21,40.18,2.8,6.06,65.3,43.87,35.13,44.22,1.63,47.62,Bonsai
140.16,840.36,57.41,40.95,38.69,2.32,5.86,64.48,39.53,36.65,47.37,1.33,40.62,Bonsai
164.01,831.14,57.22,35.79,47.31,2.05,6.92,152.24,78.72,86.22,70.44,3.17,446.56,Ficus
162.41,769.34,48.3,43.3,32.17,2.49,6.08,76.93,48.87,34.0,41.67,1.59,47.71,Bonsai
145.87,794.09,37.54,37.09,35.66,1.51,7.64,25.01,24.43,16.59,24.13,0.34,286.31,Succulent
150.29,737.51,44.62,36.76,43.76,2.99,7.86,31.13,14.99,25.2,15.04,0.61,297.54,Succulent
155.98,741.78,49.76,31.41,43.29,2.7,8.03,29.75,15.52,18.57,19.68,0.37,303.53,Succulent
138.2,813.89,31.53,46.64,42.25,2.85,7.5,32.94,17.59,18.22,22.45,0.26,289.44,Succulent
147.73,826.26,28.93,35.67,38.15,2.02,5.78,84.49,58.31,59.02,40.02,1.95,186.04,Orchid
143.69,776.5,50.45,30.53,37.47,1.54,7.37,157.16,74.34,63.32,80.06,4.26,495.96,Ficus
132.91,855.79,32.78,31.83,37.3,3.14,5.46,98.71,59.75,61.91,33.14,2.27,199.35,Orchid
222.11,742.52,57.38,30.34,39.83,2.7,8.01,25.42,19.48,17.11,15.2,0.39,393.34,Succulent
161.24,726.44,45.69,28.83,34.4,1.84,5.84,70.86,38.08,49.37,48.75,1.34,53.45,Bonsai
129.59,825.09,61.56,35.47,26.74,2.64,5.8,89.57,57.63,56.82,37.1,1.8,214.64,Orchid
135.14,738.34,55.39,32.56,36.75,2.68,4.83,96.32,71.8,61.81,37.15,1.25,230.33,Orchid
193.74,866.24,54.37,34.2,42.09,2.54,5.58,85.89,58.47,61.07,38.7,2.35,201.62,Orchid
150.29,746.97,45.0,41.37,37.46,2.42,7.3,163.23,76.29,82.08,69.19,3.8,537.06,Ficus
155.25,804.73,56.75,36.79,36.81,2.13,5.35,65.25,35.18,42.05,52.72,2.26,34.08,Bonsai
146.32,800.18,18.3,40.99,38.11,2.15,7.3,173.04,79.99,86.5,74.96,3.05,492.68,Ficus
157.34,848.81,38.94,38.81,41.01,3.86,5.44,84.85,59.26,54.47,41.85,1.85,199.13,Orchid
152.61,694.55,30.6,39.34,42.54,3.36,6.1,39.91,33.11,38.51,61.02,1.98,32.29,Bonsai
114.74,807.76,53.93,30.69,40.42,2.72,6.86,140.4,72.41,78.15,61.91,3.35,480.51,Ficus
117.77,861.22,38.3,27.23,48.32,2.35,7.65,35.45,17.12,17.79,19.09,0.49,295.84,Succulent
144.6,776.3,47.12,36.45,33.98,2.06,5.52,88.57,72.49,54.58,35.17,1.87,172.76,Orchid
167.94,864.54,71.93,34.43,43.09,2.86,6.32,58.09,38.29,36.54,45.85,1.29,29.66,Bonsai
142.81,869.42,66.1,44.03,39.36,2.08,7.0,138.85,79.83,73.64,66.34,3.61,503.48,Ficus
168.34,846.53,57.02,37.6,40.44,1.87,7.71,22.56,16.24,11.23,15.52,0.46,302.66,Succulent
163.15,773.06,56.45,37.17,36.76,3.37,5.34,96.04,56.51,50.15,43.46,2.26,163.78,Orchid
187.54,831.68,46.14,40.78,40.64,2.2,5.93,68.49,39.35,41.42,48.44,1.22,44.69,Bonsai
139.84,712.33,55.95,32.25,33.14,2.73,8.1,21.12,20.71,19.71,15.36,0.62,337.32,Succulent
144.07,829.94,59.2,36.54,46.28,3.26,7.68,29.11,18.98,19.13,13.32,1.0,289.63,Succulent
160.02,804.29,45.83,43.46,35.36,1.94,7.15,159.49,78.92,82.32,76.54,4.18,596.83,Ficus
145.58,804.8,63.88,31.29,37.69,2.51,6.28,55.97,39.31,40.43,48.48,1.68,56.4,Bonsai
147.4,873.42,71.73,36.91,47.62,2.87,6.03,56.57,40.82,37.53,48.95,1.46,41.23,Bonsai
185.59,839.0,53.86,31.93,49.9,2.65,5.92,58.57,46.75,49.84,56.45,1.51,59.26,Bonsai
125.38,726.62,50.04,39.78,41.73,1.85,7.3,153.47,78.48,88.0,68.48,3.4,493.59,Ficus
144.52,742.91,37.42,36.59,36.5,1.38,8.18,35.38,19.96,21.64,25.87,0.79,265.58,Succulent
155.46,864.25,39.24,31.53,34.68,2.06,6.59,65.99,35.68,36.38,56.02,1.13,43.23,Bonsai
121.99,861.32,57.24,29.58,32.47,2.32,4.81,92.15,58.42,63.56,41.2,1.67,184.57,Orchid
171.58,826.36,28.97,37.04,44.21,2.06,6.12,56.99,42.99,45.47,55.78,1.14,47.03,Bonsai
170.18,797.52,49.78,32.69,35.36,3.06,8.24,33.79,18.32,14.22,20.77,0.62,296.27,Succulent
151.2,802.05,65.59,37.4,31.22,2.16,6.86,147.64,86.02,81.8,67.71,4.14,510.6,Ficus
134.08,805.32,57.95,37.4,30.73,2.63,6.28,55.45,42.8,39.45,46.97,1.62,38.34,Bonsai
154.28,738.12,61.63,38.0,34.48,2.08,6.95,148.74,84.78,78.83,73.22,3.3,508.19,Ficus
169.34,848.05,54.66,36.67,38.18,2.74,7.81,35.2,23.62,22.26,18.27,0.43,278.09,Succulent
201.59,895.57,47.43,38.63,39.34,2.43,7.46,145.96,76.08,85.14,70.36,4.57,514.19,Ficus
120.39,817.57,56.66,39.81,42.38,3.29,6.05,62.83,50.24,40.18,42.73,1.0,58.16,Bonsai
170.75,842.42,49.92,25.8,39.52,2.67,7.44,131.21,78.05,80.17,70.02,4.78,481.13,Ficus
126.16,764.9,63.57,42.22,36.79,2.37,5.91,85.65,64.79,69.19,39.42,2.21,211.5,Orchid
148.75,754.19,45.05,33.64,31.22,2.73,6.94,148.32,83.81,76.9,72.25,3.76,560.81,Ficus
137.42,801.23,57.04,42.14,43.1,1.47,8.17,32.66,24.06,18.72,22.37,0.82,322.35,Succulent
166.0,829.08,62.91,41.03,39.53,2.64,6.3,51.3,41.21,33.33,47.88,1.49,53.75,Bonsai
158.07,794.5,56.11,40.46,43.05,2.2,8.4,30.44,16.14,19.56,12.36,0.75,293.4,Succulent
168.62,801.62,57.16,31.6,46.11,2.81,5.26,96.57,53.61,49.4,33.48,1.38,182.37,Orchid
166.51,811.5,54.95,28.8,41.21,2.22,6.75,146.29,70.01,86.89,70.78,3.42,538.13,Ficus
182.99,771.88,41.0,38.41,41.09,3.0,7.84,21.45,22.02,15.98,19.63,0.39,298.62,Succulent
186.45,810.32,57.09,37.87,41.2,2.88,8.22,28.31,17.61,16.57,20.58,0.75,324.08,Succulent
171.81,808.23,35.73,30.1,44.61,1.21,5.32,97.71,55.74,55.61,44.57,1.7,173.32,Orchid
117.78,837.44,69.48,36.32,38.14,2.44,5.32,78.09,65.78,59.34,34.93,2.13,198.06,Orchid
146.14,776.15,49.39,38.31,48.06,3.31,8.28,34.24,25.2,20.08,19.51,0.38,311.71,Succulent
114.96,743.8,63.38,33.63,41.62,2.62,5.75,97.65,57.19,63.12,40.91,1.85,208.69,Orchid
169.1,758.41,45.02,39.85,42.27,2.1,7.42,151.5,89.61,83.76,71.32,4.72,470.46,Ficus
127.77,756.45,50.23,38.31,43.22,2.7,6.04,68.67,39.53,38.1,44.47,1.38,56.46,Bonsai
149.11,789.76,62.73,45.05,43.89,3.09,7.96,30.48,22.8,18.78,16.72,0.58,323.68,Succulent
167.93,833.79,67.56,35.07,28.82,1.65,8.17,35.65,22.76,22.36,17.68,0.62,267.36,Succulent
147.11,880.61,62.72,35.06,45.23,1.88,6.3,66.72,42.38,42.08,58.19,1.39,51.29,Bonsai
166.41,807.06,41.78,40.05,38.49,2.54,7.29,143.1,81.77,79.75,65.27,4.53,464.32,Ficus
139.33,777.1,49.36,45.58,40.67,2.58,6.07,60.37,35.05,44.6,43.57,1.66,37.22,Bonsai
153.96,808.59,52.46,34.44,40.34,2.84,7.14,154.53,72.44,82.52,66.25,4.14,543.37,Ficus
163.93,816.15,39.49,36.03,39.39,3.05,7.27,152.78,81.32,84.8,71.17,3.86,409.31,Ficus
140.37,760.6,63.19,42.31,30.2,2.53,6.03,80.82,57.72,55.54,37.63,1.36,206.98,Orchid
141.38,814.56,46.64,25.05,40.84,1.38,5.23,88.4,67.15,55.39,46.28,1.62,229.33,Orchid
155.39,829.1,61.73,40.13,42.82,2.55,8.02,24.01,26.81,15.64,22.99,0.34,304.31,Succulent
161.45,792.24,41.52,36.99,44.01,2.36,6.63,148.46,81.47,79.55,58.82,4.62,500.78,Ficus
138.46,851.76,55.85,38.77,33.73,2.79,6.97,143.73,76.64,80.83,70.48,3.7,508.8,Ficus
132.97,816.64,64.39,31.28,33.88,2.19,5.86,63.85,45.07,38.18,42.25,1.41,37.76,Bonsai
146.94,833.18,30.14,38.92,42.76,3.62,5.76,52.92,44.12,38.0,48.36,1.61,53.73,Bonsai
147.58,848.89,48.17,23.77,41.36,3.09,6.89,150.17,70.12,86.02,65.22,4.08,563.36,Ficus
175.21,792.39,35.07,37.3,35.42,1.58,6.4,49.27,42.51,43.8,51.04,1.6,35.89,Bonsai
155.09,842.69,46.18,25.18,41.75,1.92,8.52,34.05,19.89,20.95,18.77,0.83,331.81,Succulent
183.84,878.99,42.26,33.73,35.78,2.92,7.82,37.0,16.34,14.95,22.21,0.33,292.64,Succulent
149.75,831.48,46.79,36.58,40.89,2.31,8.04,25.71,23.5,18.74,21.7,0.6,276.46,Succulent
166.43,816.66,44.33,29.27,41.05,3.04,5.64,54.02,43.69,37.15,50.79,1.52,61.66,Bonsai
151.38,859.1,36.96,37.07,37.57,2.71,7.91,31.83,17.93,13.75,22.87,0.53,303.1,Succulent
142.0,770.01,64.21,37.59,42.62,2.44,5.76,58.55,35.01,37.5,53.78,2.1,52.98,Bonsai
143.31,734.22,50.29,36.01,40.99,1.66,5.5,55.35,41.39,37.86,54.46,1.96,74.19,Bonsai
147.04,784.69,58.17,30.2,41.35,2.89,5.95,44.73,30.39,44.99,45.17,0.82,63.72,Bonsai
154.78,719.42,50.82,41.45,45.23,2.19,7.5,161.88,76.78,78.86,71.92,3.68,613.91,Ficus
132.83,743.47,43.35,45.32,40.82,2.7,7.18,142.26,82.59,78.46,76.73,3.46,447.57,Ficus
139.55,819.34,40.07,40.96,47.96,2.22,6.94,146.44,87.92,72.03,76.33,4.38,530.02,Ficus
142.52,726.99,54.1,34.05,44.35,2.2,8.17,25.71,22.27,16.19,26.01,0.37,308.99,Succulent
166.77,816.9,40.82,30.11,42.04,3.42,7.22,142.32,78.88,80.84,71.98,4.34,586.32,Ficus
162.61,737.59,24.94,42.02,47.64,2.67,8.22,28.76,17.32,17.9,22.0,0.64,319.73,Succulent
134.02,773.86,44.1,41.6,45.93,2.13,6.21,65.44,30.27,50.54,45.56,1.09,51.63,Bonsai
135.26,766.14,40.51,46.48,38.52,1.59,8.37,26.99,20.2,24.86,22.17,0.53,311.24,Succulent
155.79,783.28,43.91,44.65,27.62,2.32,5.81,69.8,38.59,35.68,55.45,0.82,51.98,Bonsai
149.91,930.06,39.34,40.49,53.95,2.53,8.26,22.84,22.94,17.61,21.53,0.29,242.38,Succulent
127.46,729.66,21.0,33.61,51.61,1.6,6.87,147.97,81.07,81.26,76.72,3.17,469.66,Ficus
163.61,717.91,35.38,41.31,44.41,2.27,8.08,31.87,20.38,21.5,17.48,0.53,274.71,Succulent
177.14,809.53,54.16,30.49,46.36,3.3,8.06,31.5,16.44,17.15,18.5,0.73,274.67,Succulent
151.95,744.17,43.28,30.9,48.13,1.82,7.22,164.5,73.74,77.38,64.93,4.16,416.37,Ficus
159.35,733.36,34.19,47.09,44.29,2.21,6.76,154.01,82.81,91.7,70.97,3.44,548.38,Ficus
143.31,956.05,43.84,37.65,29.24,2.34,5.81,99.82,64.87,59.81,30.42,2.17,150.09,Orchid
106.93,781.54,41.48,38.71,41.16,2.3,7.08,148.98,88.35,75.48,76.69,3.6,460.11,Ficus
184.34,740.49,28.9,29.04,39.64,2.85,8.04,30.81,18.99,19.13,17.3,0.66,283.37,Succulent
128.22,818.3,53.26,36.21,40.3,3.55,5.06,99.75,62.67,59.89,42.52,2.21,160.89,Orchid
117.25,864.26,51.65,24.9,42.6,2.21,5.56,74.74,52.42,62.78,31.58,1.94,192.02,Orchid
142.14,739.41,60.57,36.64,44.59,3.38,5.61,85.17,51.36,57.91,41.09,1.72,208.5,Orchid
144.74,755.41,35.2,33.99,44.31,2.3,5.89,55.93,45.24,45.48,46.87,1.01,76.47,Bonsai
175.91,669.48,47.44,25.7,40.96,2.74,8.56,25.17,13.55,15.14,18.48,0.54,340.16,Succulent
167.13,823.11,52.64,29.62,37.95,2.37,7.32,151.87,72.46,78.36,69.91,3.98,580.17,Ficus
145.27,786.59,48.53,37.17,40.69,2.12,7.55,28.59,18.44,21.03,16.91,0.22,287.06,Succulent
157.79,751.07,47.59,38.54,41.9,1.96,5.54,84.7,63.1,66.3,43.64,2.55,191.1,Orchid
155.53,758.24,48.25,36.69,37.65,2.17,6.42,134.12,82.55,78.56,71.15,3.38,493.4,Ficus
157.39,752.87,60.6,29.13,39.79,2.01,6.76,156.71,75.55,81.24,67.12,3.76,386.21,Ficus
156.93,828.99,50.68,27.96,37.5,2.4,7.01,137.14,80.1,80.43,80.71,3.76,472.2,Ficus
179.44,659.71,55.98,28.35,33.47,2.52,5.77,85.58,46.04,54.2,33.46,2.18,176.17,Orchid
118.34,772.32,52.45,46.71,38.15,1.21,5.72,65.01,36.17,50.17,52.33,1.26,61.38,Bonsai
169.78,806.11,52.44,38.46,38.82,1.98,6.17,55.52,36.46,39.88,45.89,1.54,57.44,Bonsai
152.33,768.92,44.52,43.21,43.18,2.96,6.18,59.93,44.63,36.39,47.45,1.4,47.03,Bonsai
154.94,815.42,61.59,32.0,40.68,2.9,6.01,57.48,47.21,31.88,34.0,1.19,48.78,Bonsai
150.48,753.58,46.34,39.78,50.06,2.26,7.78,31.18,19.91,22.49,25.54,0.77,275.85,Succulent
160.93,766.05,48.13,32.15,34.07,1.98,8.08,21.27,15.3,22.59,17.83,0.57,319.63,Succulent
120.14,853.05,42.17,33.47,37.71,2.56,5.73,89.44,63.23,57.82,32.8,1.94,181.71,Orchid
155.7,858.75,53.94,37.23,40.72,2.63,5.75,77.88,59.65,59.87,35.05,2.24,168.69,Orchid
170.45,742.28,57.95,31.29,44.69,3.63,6.73,155.51,77.27,68.86,67.08,4.54,473.38,Ficus
113.3,772.14,42.25,34.09,47.47,3.22,5.81,95.87,53.92,56.11,42.76,2.15,182.48,Orchid
111.03,777.01,58.67,33.67,36.21,1.32,5.92,86.6,61.01,61.85,39.92,2.14,219.49,Orchid
154.26,746.12,59.76,36.33,39.35,2.22,6.2,49.77,43.26,38.42,42.96,1.36,46.71,Bonsai
148.84,795.47,44.13,31.73,35.76,2.45,8.48,24.23,22.4,19.98,24.62,0.55,236.79,Succulent
161.79,755.76,23.93,42.89,40.37,2.24,5.35,94.31,61.42,52.6,36.81,2.03,184.13,Orchid
134.01,764.0,50.9,37.1,39.18,2.89,6.6,47.1,40.24,36.67,43.92,1.47,45.26,Bonsai
156.37,827.14,27.59,28.8,42.61,2.02,5.49,101.71,55.66,58.82,29.29,2.36,190.62,Orchid
147.64,763.6,40.78,35.71,41.41,2.2,7.17,143.41,72.63,83.65,70.12,3.88,539.17,Ficus
150.97,732.45,56.58,28.88,37.0,2.75,6.54,150.13,81.55,78.63,68.42,3.05,495.6,Ficus
166.44,759.46,47.03,40.68,48.73,3.26,6.79,154.38,79.88,76.83,69.08,3.32,487.67,Ficus
154.98,839.06,48.02,34.0,40.99,2.44,5.39,96.66,60.61,62.59,32.82,1.76,188.48,Orchid
143.94,747.38,42.95,35.15,46.77,2.53,5.93,86.99,59.13,56.04,45.48,2.22,196.61,Orchid
154.92,783.57,56.94,44.8,48.18,2.05,5.91,68.59,65.09,65.64,40.54,1.41,201.38,Orchid
190.83,853.0,38.77,33.7,37.59,2.34,5.69,95.46,56.32,53.9,37.62,2.19,156.31,Orchid
121.72,782.41,46.99,37.68,46.26,1.93,5.41,57.53,37.52,37.77,42.58,1.09,49.01,Bonsai
145.88,837.88,57.47,37.33,44.62,2.6,5.11,87.15,59.32,61.43,38.07,1.94,163.99,Orchid
178.72,778.53,44.55,36.31,40.63,2.3,6.15,65.17,38.01,45.56,57.76,1.5,67.38,Bonsai
150.58,859.78,56.47,43.41,35.39,2.55,7.8,32.68,17.28,21.82,18.97,0.51,319.07,Succulent
133.95,856.27,58.86,36.75,30.63,2.16,7.33,145.77,78.07,76.93,74.16,3.62,529.03,Ficus
186.17,792.41,42.18,36.92,49.25,2.32,6.6,60.28,39.07,45.04,47.67,1.41,48.83,Bonsai
154.35,785.84,75.39,35.82,42.7,2.98,7.1,151.92,71.2,84.4,64.2,4.99,495.97,Ficus
178.04,831.6,38.96,38.51,44.7,3.36,5.55,94.05,59.83,63.36,42.4,2.15,157.6,Orchid
166.7,814.7,56.38,33.71,36.5,1.94,5.62,94.86,62.53,53.89,30.46,2.12,199.32,Orchid
172.16,763.52,54.0,38.17,35.05,2.84,7.11,156.01,86.0,76.74,79.63,3.54,358.99,Ficus
152.42,834.37,61.35,30.06,42.14,3.24,5.86,86.52,47.7,58.31,45.33,2.0,195.72,Orchid
136.92,862.64,63.91,39.05,34.62,2.04,6.87,155.12,89.45,80.26,60.92,4.18,469.27,Ficus
156.04,853.74,54.72,36.03,32.62,3.28,8.17,36.29,21.77,15.34,22.04,0.09,299.51,Succulent
153.13,805.2,60.61,31.79,39.36,2.48,6.39,81.97,57.89,63.71,39.21,2.03,215.17,Orchid
133.78,880.11,52.77,32.98,40.77,2.18,5.39,90.98,66.72,52.44,46.23,1.68,209.81,Orchid
167.89,857.24,47.69,37.51,33.79,2.4,8.17,30.9,19.53,21.25,25.95,0.48,342.49,Succulent
147.56,827.46,41.67,33.36,41.98,1.57,6.55,63.04,40.87,26.1,43.73,0.95,58.41,Bonsai
156.85,806.92,52.6,34.23,39.93,2.51,5.77,101.14,61.51,62.55,39.17,2.08,206.75,Orchid
129.87,808.02,63.78,38.8,46.52,2.76,7.05,150.5,77.17,68.07,69.92,4.38,481.46,Ficus
